id,username,created_at,lng,lat,text
1517348737257029632,HillgroveTFXC,Fri Apr 22 03:45:04 +0000 2022,-84.612392,34.0110765,🔒 in. Ready for the finals. 📸: @m_howellsmedia #ConsistentToGreat #CollectiveMomentum https://t.co/eJtNIwo3RQ
1517348738305601536,TimDonleyfirst,Fri Apr 22 03:45:04 +0000 2022,-111.931711,34.1682535,@Naughtybrunett3 Love them lips baby
1517348740260007937,HoodDee562,Fri Apr 22 03:45:05 +0000 2022,-118.4119065,34.0207895,Exactly how I be with this song https://t.co/YG8qlsgPQA
1517348741656854528,ike047,Fri Apr 22 03:45:05 +0000 2022,-90.1786295,30.001244,@JeffStriegle @TALLADEGA One time but won't be the last!
1517348741078044676,thaholepuncher,Fri Apr 22 03:45:05 +0000 2022,-95.56580349999999,29.7260115,Thank you to all my followers you guys are the best 😘🤞🏾💙 FINALLY MADE IT TO 2K I promise y’all my new videos coming… https://t.co/qCYJQlrIv0
1517348743200133121,bobnocek,Fri Apr 22 03:45:06 +0000 2022,-79.85736349999999,36.090396999999996,Greensboro Grasshoppers DH @henrydavis32 tries to avoid the tag at home against Aberdeen tonight in Greensboro. Dav… https://t.co/iCr7qZDpCj
1517348744852779010,Icollectkickzz,Fri Apr 22 03:45:06 +0000 2022,-118.4119065,34.0207895,Too bony dog
1517348746463485952,lellingw,Fri Apr 22 03:45:06 +0000 2022,-77.4547325,43.2320245,@CatzzzThailand It sure is. Even the queen and Prince of Wales and his Duchess getting COVID-19 didn’t make Boris stop and think.
1517348746908127252,LivinGoodLoso,Fri Apr 22 03:45:06 +0000 2022,-100.0768885,31.1688935,@jazmineA Lmmfao
1517348748120182785,ztalpnielk,Fri Apr 22 03:45:07 +0000 2022,-73.9685415,40.780709,@CanadianFSWC @arbutuspointBC Someone please condemn Canadian MPs.
1517348748661297153,RCMB323,Fri Apr 22 03:45:07 +0000 2022,-96.7617535,32.819858499999995,*Alexa play Him by Big Yavo* #MFFL https://t.co/IU7fa7F9Mz
1517348749605060608,KristianRandom,Fri Apr 22 03:45:07 +0000 2022,-92.4367735,38.3045585,"@baetros I’ve heard https://t.co/UgGfLkVi52 is pretty entertaining, but I am a little biased."
1517348749802094593,JayBanks22,Fri Apr 22 03:45:07 +0000 2022,-96.961483,32.863917,The Jazz suck bro
1517348750263345152,andrearrrrrrr_,Fri Apr 22 03:45:07 +0000 2022,-118.4119065,34.0207895,"my lyft driver just put on forever young, are we gonna kiss or"
1517348751001542656,slightly_rad,Fri Apr 22 03:45:07 +0000 2022,-116.399697,43.6120725,I was speculating on *hypothetical* benefits of pouring milk in before the cereal and my magnificent bride has threatened to divorce me
1517348751358275586,StorytellerSBM,Fri Apr 22 03:45:07 +0000 2022,-80.8467855,35.209058999999996,investigate this now.
1517348751928614913,not__heath,Fri Apr 22 03:45:08 +0000 2022,-82.44269399999999,27.9965945,@botwsequel I DID BUT ITS NOT LOOKING GOOD
1517348752813662210,BackcountryFam,Fri Apr 22 03:45:08 +0000 2022,-93.3613205,46.441860500000004,"@Jimmy_Durkin @JSanchezSI @syd_the_catfish And that’s not knocking it, but kind of the opposite of the scarcity affect."
1517348753883205632,jenn_keeton,Fri Apr 22 03:45:08 +0000 2022,-94.2791215,39.0148605,Bring back the Holiday pie!
1517348756362039298,Doporto21,Fri Apr 22 03:45:09 +0000 2022,-97.28591349999999,32.7799665,@PatrickMahomes @dallasmavs AND WITHOUT LUKA!
1517348756072525824,jtkemper,Fri Apr 22 03:45:09 +0000 2022,-112.021045,46.597516999999996,@Walker08662195 And I’m here for it! https://t.co/D4ejeQamPN
1517348757758562304,DavidGogoBlues,Fri Apr 22 03:45:09 +0000 2022,-124.099658,49.1730675,@thechrisbarron And kitties
1517348757800685568,LarryKness,Fri Apr 22 03:45:09 +0000 2022,-90.181591,41.87306,Who leaked the #McCarthy conference call?
1517348757712646146,Kirbadactal23,Fri Apr 22 03:45:09 +0000 2022,-75.3238995,39.878068,Still masterbating
1517348758190796802,tymonae_,Fri Apr 22 03:45:09 +0000 2022,-95.44648649999999,29.838495,I be blasting everyday 420 again omg I’m a boy
1517348758295662592,ClaireBLang,Fri Apr 22 03:45:09 +0000 2022,-85.79366157,33.62162162,@SGB_AL Thanks Sherry!!
1517348759872675841,Lawana25712499,Fri Apr 22 03:45:09 +0000 2022,-75.77004099999999,42.746617,@DaniLeigh Killed it
1517348760614883329,mactavish,Fri Apr 22 03:45:10 +0000 2022,-121.979527,37.5236445,@SFdirewolf @DisVisibility @Daniels @A24 I'm absolutely itching to see it.
1517348760757673984,garlicaioIi,Fri Apr 22 03:45:10 +0000 2022,-74.260819,40.746566,sarah and chico roofied me
